,TIMESTAMP,EXPTIME,CCDTEMP,ORIENTATION,RA,DEC,RMSE,SCALE
0,1759342320.630596,0.2000071,15.25,82.70615741918003,239.4022604907236,55.37477368570677,7.920277054356149,6.81526
1,1759342322.143548,0.2000071,15.25,83.31175101198454,239.36617367690027,55.0129278230816,5.103964276230987,6.80466
2,1759342323.655665,0.2000071,15.25,,,,,
3,1759342325.165227,0.2000071,15.25,86.08276243330826,239.19543406438078,54.11668053193101,1.6891518314605765,6.80857
4,1759342326.682421,0.2000071,15.25,85.29463648403012,239.117105687798,53.67016345800628,15.821205279749616,6.7997
5,1759342328.200091,0.2000071,15.25,83.09692369817847,239.0412523438097,53.1440028816238,3.1875511856693257,6.80473
6,1759342329.715718,0.2000071,15.25,84.95696701859497,238.98008141674856,52.66548487110263,2.459546707649608,6.82733
7,1759342331.226729,0.2000071,15.25,85.26654916099201,238.97065634755833,52.27412032159103,1.1418862789214679,6.81241
8,1759342332.737854,0.2000071,15.25,87.3695896406495,238.9993699160805,51.95348640391673,8.347544216776168,6.79471
9,1759342334.245135,0.2000071,15.25,87.65793635831014,239.06321480353512,51.75016911710625,5.439453064257937,6.79967
10,1759342335.757002,0.2000071,15.25,87.75993087152467,239.1602503347168,51.658627342471554,3.956947961456782,6.80087
11,1759342337.267871,0.2000071,15.25,87.73042985885475,239.26867806279427,51.68345351817844,3.0612887075824955,6.80013
12,1759342338.779978,0.2000071,15.25,87.63119956611806,239.37486131799255,51.75991918013447,4.057834646857715,6.80062
13,1759342340.294105,0.2000071,15.25,87.50836571594914,239.46436301649962,51.83516825944662,2.989332685264188,6.80137
14,1759342341.799853,0.2000071,15.25,87.43629281035861,239.50633201656873,51.88572618527577,2.8304375122440963,6.8016
15,1759342343.307518,0.2000071,15.25,87.3837336930104,239.50867880368008,51.91599151320125,2.5864694134091106,6.80173
16,1759342344.814182,0.04999641,15.25,87.33697789120554,239.47219809176704,51.93426029826432,3.1869573414731325,6.80201
17,1759342346.320242,0.04999641,15.25,87.3144085502779,239.4025242088297,51.966823870281345,2.315555178218171,6.80116
18,1759342347.824738,0.04999641,15.25,87.24256736176848,239.3191924692167,52.01641071041871,2.158162664782098,6.80064
19,1759342349.32922,0.04999641,15.25,87.18104707175242,239.22589573666548,52.08027972527062,2.7255167364113553,6.80095
20,1759342350.844261,0.04999641,15.25,87.11026433980685,239.13936942520849,52.1629014869299,2.6791844561519778,6.80087
21,1759342352.352175,0.04999641,15.25,86.64402844322203,239.08011237809347,52.22448376293776,3.0963323627016757,6.79453
22,1759342353.859052,0.04999641,15.25,86.61286497436159,239.0627364509429,52.25638375143581,2.219242536336052,6.79529
23,1759342355.36382,0.04999641,15.25,86.61092459144841,239.08749054935976,52.27966934647258,2.151387513454662,6.79559
24,1759342356.869878,0.04999641,15.25,86.58555001042848,239.1535422845078,52.29903626924704,2.171464040556816,6.79612
25,1759342358.376571,0.04999641,15.25,86.56714540689481,239.2436195327634,52.32297774645708,2.823624398772554,6.7954
26,1759342359.888825,0.04999641,15.25,86.5137495788807,239.35310795727318,52.37830267916904,2.147798367490362,6.79654
27,1759342361.394533,0.04999641,15.25,86.87100432448628,239.45800727121238,52.43847135021498,2.1526059167876186,6.80247
28,1759342362.907086,0.04999641,15.25,86.78228386990898,239.55276090882083,52.47947208883112,2.5001118106829265,6.80065
29,1759342364.418836,0.04999641,15.25,86.75976057904217,239.6209724763596,52.4949593410027,2.0524762039019917,6.8014
30,1759342365.933074,0.04999641,15.25,85.44511503595739,239.64023558554453,52.48949552438459,2.831652515036105,6.80074
31,1759342367.445098,0.04999641,15.25,86.70719815612436,239.6156011410656,52.48079987001336,2.5809176365277793,6.80144
32,1759342368.951968,0.04999641,15.25,86.25221335964152,239.556235021181,52.489589391180395,1.920716923509322,6.79679
33,1759342370.457644,0.04999641,15.25,87.57465898648873,239.4719530492964,52.51212327515472,1.6242674675631383,6.79857
34,1759342371.964271,0.04999641,15.25,85.33976531600413,239.38059622436955,52.54235753430126,2.031031407461305,6.80156
35,1759342373.470879,0.04999641,15.25,85.31703976558634,239.29074404800795,52.573938085864555,2.8123332448386167,6.80178
36,1759342374.977657,0.04999641,15.25,85.31033372175418,239.22422807619208,52.58753029695242,2.2232639476522356,6.80139
37,1759342376.484161,0.04999641,15.25,86.60061224345667,239.1867939280126,52.588379471816864,2.3625604449176665,6.80047
38,1759342378.006161,0.04999641,15.25,85.33429213609746,239.1849489106458,52.590585262656205,2.1891712993002956,6.80162
39,1759342379.512184,0.04999641,15.8125,85.35102227675584,239.23353499679322,52.597400177103275,2.4254539108619704,6.80166
40,1759342381.029975,0.04999641,15.8125,86.59321659680778,239.31959240368445,52.616713728111236,1.9826029591247043,6.79998
41,1759342382.544266,0.04999641,15.8125,86.5539688900042,239.4233818707661,52.65001853480663,2.3611586890533287,6.80138
42,1759342384.0592,0.04999641,15.8125,85.25235345407982,239.52895599546616,52.67819972024893,2.5285489528889946,6.80138
43,1759342385.571384,0.04999641,15.8125,86.07295359310771,239.61908450033582,52.680932293748256,2.728267758357162,6.79814
44,1759342387.084465,0.04999641,15.8125,86.49935338391656,239.69015054586598,52.664237770154344,2.7498973093544032,6.8019
45,1759342388.591618,0.04999641,15.8125,86.49399626574206,239.73514918358043,52.63086266144278,3.226615574835354,6.80193
46,1759342390.097782,0.04999641,15.8125,86.04180737560159,239.72113313469646,52.61102269104535,2.0911638214226205,6.79777
47,1759342391.603737,0.04999641,15.8125,86.46143993679065,239.66778799718566,52.62302933299065,2.9623623033901247,6.80158
48,1759342393.111248,0.04999641,15.8125,85.9880317152596,239.59106553770636,52.64971974345769,2.459059642540503,6.7985
49,1759342394.618741,0.04999641,15.8125,86.39571868535812,239.48983379481243,52.662862685839734,2.8279082701490736,6.80085
